mm_4_75;mm_2;mm_1;fundo;peso_massa;data;produto;lote;ton;turno;box_consumo;aditivo;mm_4_75_perc;mm_2_perc;mm_1_perc;fundo_perc;linha
11.56;331.33;9.37;3.66;353.04;2024-11-21;20-00-20;287;50;A;02/05/09;SIM;3.25;93.09;2.63;1.03;MAQUINARIO
58.17;278.67;4.25;0.93;335.44;2024-11-22;UREIA;5;49;B;BOX-09;NÃO;17.01;81.48;1.24;0.27;MAQUINARIO
49.82;287.11;4.1;0.91;335.34;2024-11-22;UREIA;57;50;B;BOX-09;NÃO;14.57;83.97;1.20;0.27;MAQUINARIO
57.6;279.43;3.83;0.91;335.15;2024-11-22;UREIA;58;48;B;BOX-09;NÃO;16.85;81.76;1.12;0.27;MAQUINARIO
61.52;275.26;4.23;0.9;335.41;2024-11-22;UREIA;59;49;B;BOX-09;NÃO;17.99;80.51;1.24;0.26;MAQUINARIO
24.31;263.54;0.03;0.08;285.85;2024-11-23;UREIA;60;50;A;BOX-09;NÃO;8.36;90.63;1.04;0.03;MAQUINARIO
19.39;314.23;3.31;0.1;332.69;2024-11-23;UREIA;61;50;A;BOX-09;NÃO;5.75;93.23;0.98;0.03;MAQUINARIO
16.04;279.34;14.56;1.05;306.22;2024-11-23;UREIA;62;49;A;BOX-09;NÃO;5.16;89.82;4.68;0.34;MAQUINARIO
36.85;291.31;4.88;0.63;328.88;2024-11-23;UREIA;63;50;A;BOX-09;NÃO;11.04;87.30;1.46;0.19;MAQUINARIO
12.06;314.79;4.83;0.05;327.13;2024-11-23;UREIA;19;50;A;BOX-02;NÃO;3.64;94.92;1.46;0.02;MAQUINARIO
1.82;315.2;12.54;0.1;325.22;2024-11-23;UREIA;20;50;A;BOX-02;NÃO;0.55;95.61;3.80;0.03;MAQUINARIO
12.63;298.91;16.43;1.02;324.28;2024-11-23;UREIA;64;48;A;BOX-09;NÃO;3.84;90.86;4.99;0.31;MAQUINARIO
15.46;289.24;4.52;0.09;304.75;2024-11-23;UREIA;65;47;A;BOX-09;NÃO;5.00;93.51;1.46;0.03;MAQUINARIO
12.33;304.42;6.2;0.47;319.05;2024-11-23;UREIA;66;47;A;NOX-09;NÃO;3.81;94.13;1.92;0.15;MAQUINARIO
118.92;219.41;4.62;1.2;334.4;2024-11-25;SAM 20.5;308;49;B;BOX-10-FRENTE;NÃO;34.55;63.75;1.34;0.35;MAQUINARIO
119.28;120.38;3.76;1.15;335.2;2024-11-25;SAM 20.5;309;37;B;BOX-10-FRENTE;NÃO;48.77;49.22;1.54;0.47;MAQUINARIO
24.9;286.93;5.45;0.87;313.63;2024-11-23;UREIA;67;48;A;BOX-09;NÃO;7.83;90.19;1.71;0.27;MAQUINARIO
6.83;318.39;3.45;1.67;327.04;2024-10-22;SAM 21;144;50;A;10;NÃO;2.07;96.38;1.04;51.00;MAQUINARIO
14.38;282.85;2.66;1.35;295.75;2024-10-23;SAM 21;145;50;A;10;NÃO;4.77;93.90;0.88;0.45;MAQUINARIO
20.36;323.7;7.57;5.99;351.56;2024-10-23;SAM 21;146;50;A;AZ4-A;NÃO;5.69;90.52;2.12;1.67;MAQUINARIO
16.72;311.26;6.67;2.83;332.56;2024-10-23;SAM 21;147;50;A;10;NÃO;4.95;92.23;1.98;0.84;MAQUINARIO
19.55;309.87;2;1.15;325.97;2024-10-23;SAM 21;148;50;A;10;NÃO;5.88;93.17;0.60;0.35;MAQUINARIO
18.41;330.14;4.37;1.95;348.59;2024-10-23;SAM 21;149;50;A;10;NÃO;5.19;93.03;1.23;0.55;MAQUINARIO
21.08;323.23;3.76;0.94;342.55;2024-10-23;SAM 21;150;50;A;10;NÃO;6.04;92.61;1.08;0.27;MAQUINARIO
23.95;316.24;2.16;1.28;333.56;2024-10-23;SAM 21;151;50;A;10;NÃO;6.97;92.03;0.63;0.37;MAQUINARIO
22.39;327.59;1.73;0.99;348.03;2024-10-24;SAM 21;152;50;A;10;NÃO;6.35;92.88;0.49;0.28;MAQUINARIO
22.73;326.73;1.37;0.8;313.15;2024-10-24;SAM 21;153;50;A;10;NÃO;6.20;93.18;0.39;0.23;MAQUINARIO
39.87;288.82;11.95;1.78;334.1;2024-11-25;20-00-20;302;50;B;B2-B3-B4-B10;SIM;11.64;84.35;3.49;0.52;MAQUINARIO
42.62;285.84;12.89;1.89;335.44;2024-11-25;20-00-20;303;50;B;B2-B3-B4-B10;SIM;12.42;83.28;3.76;0.55;MAQUINARIO
44.53;286;10.79;1.97;335.31;2024-11-25;20-00-20;304;50;B;B2-B3-B4-B10;SIM;12.97;83.31;3.14;0.57;MAQUINARIO
43.6;286.18;11.4;1.72;334.89;2024-11-25;20-00-20;305;50;B;B2-B3-B4-B10;SIM;12.72;83.46;3.32;0.50;MAQUINARIO
47.75;281.16;12.12;2.19;335.12;2024-11-25;20-00-20;306;50;B;B2-B3-B4-B10;SIM;13.91;81.92;3.53;0.64;MAQUINARIO
46.5;276.68;14.42;5.24;334.65;2024-11-25;20-00-20;307;50;B;B2-B3-B4-B10;SIM;13.56;80.70;4.21;1.53;MAQUINARIO
74.68;287.18;3.01;0;358.37;2024-11-26;UREIA;90;36;A;BOX-09;NÃO;20.47;78.71;0.82;0.00;MAQUINARIO
65.71;275.65;3.42;0.51;338.93;2024-11-26;SAM 20.5;310;50;A;AZ-04-B;NÃO;19.03;79.83;0.99;0.15;MAQUINARIO
92.68;263.5;3.25;0.75;353.84;2024-11-26;SAM 20.5;311;37;A;AZ-04-B;NÃO;25.73;73.16;0.90;0.21;MAQUINARIO
23.99;314.44;5.83;0.17;337.9;2024-11-26;UREIA;91;49;A;BOX-09;NÃO;6.97;91.29;1.69;0.05;MAQUINARIO
31.24;287.67;3.82;0.03;316.65;2024-11-26;UREIA;92;49;A;BOX-09;NÃO;9.68;89.14;1.18;0.01;MAQUINARIO
11.23;321.76;6.11;0.2;333.4;2024-11-26;UREIA;93;49;A;BOX-09;NÃO;3.31;94.33;1.80;0.06;MAQUINARIO
11.26;301.75;8.46;0.04;314.95;2024-11-26;UREIA;94;49;A;BOX-09;NÃO;3.50;93.88;2.63;0.01;MAQUINARIO
13.02;304.29;4.99;0.75;318.56;2024-11-26;UREIA;95;31;A;BOX-09;NÃO;4.03;94.19;1.54;0.23;MAQUINARIO
2.17;96.43;2.63;0.31;335;2024-11-26;UREIA;26;49;B;AZ-05;SIM;0.64;96.43;2.63;0.31;MAQUINARIO
18.32;314.36;6.59;0.97;334.84;2024-11-26;UREIA;12;50;B;BOX-09;SIM;5.38;92.39;1.94;0.29;MAQUINARIO
49.81;286.11;3.42;0.93;334.79;2024-11-26;UREIA;27;49;B;AZ-05;SIM;14.64;84.08;1.01;0.27;MAQUINARIO
14.42;381.12;9.91;1.74;495.85;2024-11-27;KCL 60;102;48;A;BOX-08;SIM;3.54;93.60;2.43;0.43;MAQUINARIO
9.89;334.23;28.87;6.16;454.71;2024-11-27;KCL 60;103;0;A;BOX-08;SIM;2.61;88.15;7.61;1.62;MAQUINARIO
8.52;435.49;19.22;4.24;464.23;2024-11-27;KCL 60;104;48;A;BOX-08;SIM;1.82;93.16;4.11;0.91;MAQUINARIO
6.82;316.17;11.69;2.75;333.79;2024-11-27;KCL 60;105;48;A;BOX-08;SIM;2.02;93.70;3.46;0.81;MAQUINARIO
17.05;315.76;7.01;0.97;335.35;2024-11-26;UREIA;13;50;B;BOX-09;NÃO;5.00;92.66;2.06;0.28;MAQUINARIO
17.5;319.57;5.18;1.66;333.76;2024-10-24;SAM 21;154;50;A;10;NÃO;5.09;92.92;1.51;0.48;MAQUINARIO
19;320.95;4.1;1.44;334.96;2024-10-24;SAM 21;155;50;A;10;NÃO;5.50;92.90;1.19;0.42;MAQUINARIO
17.53;317.44;7.43;1.46;331.07;2024-10-24;SAM 21;156;50;A;10;NÃO;5.10;92.32;2.16;0.42;MAQUINARIO
17.62;320.85;3.24;1.2;333.82;2024-10-25;SAM 21;157;50;B;10;NÃO;5.14;93.57;0.94;0.35;MAQUINARIO
16.31;322.88;3.52;1.35;335.58;2024-10-25;SAM 21;158;50;B;10;NÃO;4.74;93.84;1.02;0.39;MAQUINARIO
12.93;307.74;15.99;8.53;338.14;2024-10-28;SAM 21;159;50;A;AZ4-A;NÃO;3.75;89.15;4.63;2.47;MAQUINARIO
19.12;301.47;14.14;7.54;331.88;2024-10-28;SAM 21;160;50;B;10;NÃO;5.59;88.08;4.13;2.20;MAQUINARIO
12.23;318.27;9.08;3.97;337.52;2024-10-28;SAM 21;161;50;B;10;NÃO;3.56;91.64;2.64;1.16;MAQUINARIO
14.84;307.1;13.48;6.77;333.04;2024-10-28;SAM 21;162;50;B;10;NÃO;4.34;89.75;3.94;1.98;MAQUINARIO
21.61;357.43;7.09;1.63;383.71;2024-11-26;20-00-20;312;50;A;02/05/10;SIM;5.57;92.18;1.83;0.42;MAQUINARIO
21.77;302.08;6.98;1.07;326.52;2024-11-26;20-00-20;313;50;A;02/05/10;SIM;6.56;91.02;2.10;0.32;MAQUINARIO
19.86;318.73;7.89;2.16;345.4;2024-11-26;20-00-20;314;47;A;02/05/10;SIM;5.70;91.42;2.26;0.62;MAQUINARIO
16.06;305.06;7.88;2.97;326.18;2024-11-26;20-00-20;315;47;A;02/05/10;SIM;4.83;91.90;2.37;0.89;MAQUINARIO
7.88;302.52;6.31;0.84;314.35;2024-11-26;20-00-20;316;40;A;02/05/10;SIM;2.48;95.27;1.99;0.26;MAQUINARIO
2.43;324.01;12.33;1.22;335.06;2024-11-26;20-00-20;317;49;B;02/05/10;SIM;0.71;95.30;3.63;0.36;MAQUINARIO
48.63;284.71;5.16;1.73;335.21;2024-11-26;20-00-20;318;48;B;02/05/10;SIM;14.29;83.68;1.52;0.51;MAQUINARIO
47.8;285.47;5.47;0.82;335.42;2024-11-26;20-00-20;319;37;B;02/05/10;SIM;14.08;84.07;1.61;0.24;MAQUINARIO
49.09;283.34;6.02;1.61;334.85;2024-11-26;20-00-20;320;50;B;02/05/10;SIM;14.44;83.32;1.77;0.47;MAQUINARIO
27.37;289.68;15.95;3.36;334.7;2024-11-26;20-00-20;321;48;B;02/05/10;SIM;8.14;86.12;4.74;1.00;MAQUINARIO
18.56;303.82;5.96;2.52;327.52;2024-11-27;20-00-20;324;50;A;02/05/10;SIM;5.61;91.80;1.80;0.79;MAQUINARIO
31.49;269.42;4.56;0.83;303.04;2024-11-27;20-00-20;325;38;A;02/05/10;SIM;10.28;87.96;1.49;0.27;MAQUINARIO
16.4;292.8;9.92;1.26;316.99;2024-11-27;20-00-20;326;50;A;02/05/10;SIM;5.12;91.39;3.10;0.39;MAQUINARIO
2.76;289.19;5.20;0.43;296.26;2025-01-02;UREIA;202;49;A;AZ-02;NÃO;0.93;92.79;1.75;0.97;BAG MOVEL
8.62;281.79;9.58;0.85;301.43;2025-01-02;UREIA;209;50;A;AZ-02;NÃO;2.87;93.67;3.18;0.28;BAG MOVEL
9.86;319.09;6.66;1.29;335.22;2025-01-02;UREIA;137;50;B;AZ-7-B;NÃO;2.93;94.71;1.98;0.38;BAG MOVEL
17.86;315.67;3.92;1.12;335.12;2025-01-02;UREIA;138;50;B;AZ-7-B;NÃO;5.28;93.24;1.16;0.33;BAG MOVEL
5.30;295.80;3.17;1.07;302.27;2025-01-03;UREIA;213;50;A;AZ-02;NÃO;1.74;96.88;1.04;0.35;BAG MOVEL
4.67;294.90;5.43;1.29;303.87;2025-01-03;UREIA;214;49;A;BOX-02;NÃO;1.52;96.28;1.77;0.42;BAG MOVEL
10.81;314.38;8.77;1.78;334.76;2025-01-03;UREIA;139;48;B;AZ-07-B;NÃO;3.22;93.64;2.61;0.53;BAG MOVEL
9.47;320.50;6.03;1.50;335.27;2025-01-03;UREIA;140;50;B;AZ-07-B;NÃO;2.81;94.96;1.79;0.44;BAG MOVEL
9.85;320.80;6.56;1.06;335.69;2025-01-06;UREIA;234;49;B;AZ-07-A;NAO;2.91;94.84;1.94;0.31;BAG MOVEL
3.25;284.20;5.39;1.15;296.33;2025-01-07;UREIA;236;49;A;AZ-02;NAO;1.09;96.73;1.80;0.38;BAG MOVEL
6.23;289.50;4.22;0.13;300.05;2025-01-07;UREIA;237;49;A;AZ-02;NAO;2.07;96.15;1.40;385;BAG MOVEL
7.78;291.25;4.56;1.16;301.85;2025-01-07;UREIA;238;49;A;AZ-02;NAO;2.55;95.57;1.50;0.38;BAG MOVEL
12.12;289.05;3.74;1.20;302.60;2025-01-07;UREIA;239;49;A;AZ-02;NAO;3.96;94.43;1.22;0.39;BAG MOVEL
21.15;273.06;1.91;1.11;293.87;2025-01-07;UREIA;240;49;A;AZ-02;NAO;7.12;91.87;0.64;0.37;BAG MOVEL
20.69;317.18;4.28;1.14;334.29;2024-10-28;SAM 21;164;50;B;10;NÃO;6.03;92.39;1.25;0.33;MAQUINARIO
9.76;321.76;6.16;1.16;335.87;2025-01-07;UREIA;241;49;B;AZ-02;NAO;2.88;94.96;1.82;0.34;BAG MOVEL
9.73;318.80;5.18;1.18;335.42;2025-01-07;UREIA;242;49;B;AZ-02;NAO;2.91;95.20;1.55;0.35;BAG MOVEL
10.70;318.78;5.15;1.20;335.12;2025-01-07;UREIA;243;49;B;AZ-02;NAO;2.19;94.92;1.53;0.36;BAG MOVEL
21.45;310.70;4.57;1.03;334.74;2025-01-07;UREIA;141;50;B;AZ-07-B;NAO;6.35;91.99;1.35;0.30;BAG MOVEL
21.43;309.72;4.55;1.01;334.94;2025-01-07;UREIA;142;50;B;AZ-07-B;NAO;6.36;91.98;1.35;0.30;BAG MOVEL
10.63;322.30;4.55;1.02;335.83;2025-01-07;UREIA;244;48;B;AZ-02;NAO;3.14;95.21;1.34;0.30;BAG MOVEL
10.60;321.29;3.63;1.04;335.63;2025-01-07;UREIA;245;48;B;AZ-02;NAO;3.15;95.46;1.08;0.31;BAG MOVEL
5.77;293.00;3.19;1.03;300.03;2025-01-08;UREIA;246;50;A;AZ-02;NAO;1.90;96.70;1.05;0.34;BAG MOVEL
4.46;294.95;12.03;1.14;307.37;2024-12-26;UREIA;179;49;A;AZ-05;NÃO;1.43;94.36;3.85;0.36;BAG MOVEL
2.92;290.06;7.89;1.15;299.25;2024-12-26;UREIA;180;49;A;AZ-05;NÃO;0.97;96.04;2.61;0.38;BAG MOVEL
12.51;302.56;20.80;1.08;335.65;2024-12-26;UREIA;181;49;B;AZ-05;NÃO;3.71;89.79;6.17;0.32;BAG MOVEL
12.61;301.53;19.83;1.10;335.23;2024-12-26;UREIA;182;49;B;AZ-05;NÃO;3.76;89.99;5.92;0.33;BAG MOVEL
11.63;302.53;20.78;1.12;334.83;2024-12-26;UREIA;183;49;B;AZ-05;NÃO;3.46;90.02;6.18;0.33;BAG MOVEL
11.21;318.79;6.29;1.15;335.40;2024-12-26;UREIA;133;50;B;AZ-05;NÃO;3.32;94.47;1.86;0.34;BAG MOVEL
10.49;311.52;13.47;1.53;335.17;2024-12-26;UREIA;184;49;B;AZ-05;NÃO;3.11;92.44;4.00;0.45;BAG MOVEL
3.36;277.21;10.94;1.13;289.95;2024-12-30;UREIA;201;49;A;AZ-02;NÃO;1.15;94.73;3.74;0.39;BAG MOVEL
2.98;265.52;15.00;1.51;283.00;2024-12-30;UREIA;143;47;A;AZ-02;NÃO;1.05;93.16;5.26;0.53;BAG MOVEL
10.63;284.84;3.50;0.99;295.88;2025-01-08;UREIA;247;50;A;AZ-03-A;NAO;3.54;94.96;1.17;0.33;BAG MOVEL
6.45;290.51;4.00;1.01;299.22;2025-01-08;UREIA;248;50;A;AZ-03-A;NAO;2.14;96.20;1.32;0.33;BAG MOVEL
10.77;278.60;3.65;1.09;290.85;2025-01-08;UREIA;249;50;A;AZ-02;NAO;3.66;94.73;1.24;0.37;BAG MOVEL
7.44;386.84;4.21;1.05;302.25;2025-01-08;UREIA;250;49;A;AZ-02;NAO;1.86;74.21;1.05;0.26;BAG MOVEL
2.58;386.84;5.13;1.26;304.32;2025-01-08;UREIA;251;49;A;AZ-02;NAO;0.65;36.56;1.30;0.32;BAG MOVEL
2.00;386.84;3.97;1.10;286.56;2025-01-08;UREIA;252;49;A;AZ-02;NAO;0.51;35.91;1.01;0.28;BAG MOVEL
9.72;324.76;2.30;1.04;335.91;2025-01-08;UREIA;253;50;B;AZ-02;NAO;2.88;96.13;0.68;0.31;BAG MOVEL
10.70;323.73;3.27;1.16;335.17;2025-01-08;UREIA;254;50;B;AZ-02;NAO;3.16;95.54;0.97;0.34;BAG MOVEL
8.48;324.65;3.10;1.13;335.67;2025-01-08;UREIA;255;50;B;AZ-02;NAO;2.51;96.23;0.92;0.33;BAG MOVEL
2.01;294.45;2.78;1.02;297.73;2025-01-09;UREIA;256;49;A;AZ-02;NAO;0.67;98.07;0.93;0.34;BAG MOVEL
1.36;296.58;2.99;0.95;300.90;2025-01-09;UREIA;257;50;A;AZ-02;NAO;0.45;98.24;0.99;0.31;BAG MOVEL
1.66;294.62;3.35;1.03;299.80;2025-01-09;UREIA;258;49;A;AZ-02;NAO;0.55;97.99;1.11;0.34;BAG MOVEL
1.44;283.16;10.42;1.57;296.67;2025-01-09;UREIA;259;46;A;AZ-02;NAO;0.49;95.47;3.51;0.53;BAG MOVEL
1.97;284.59;9.66;1.04;296.37;2025-01-09;UREIA;260;49;A;AZ-02;NAO;0.66;95.74;3.25;0.35;BAG MOVEL
0.89;289.24;7.87;1.24;299.04;2025-01-09;UREIA;261;49;A;AZ-02;NAO;0.30;96.66;2.63;0.41;BAG MOVEL
1.84;284.27;13.53;1.08;300.14;2025-01-09;UREIA;262;49;A;AZ-02;NAO;0.61;94.53;4.50;0.36;BAG MOVEL
0.52;293.72;5.18;1.10;300.86;2025-01-10;UREIA;264;49;A;AZ-02;NAO;0.17;97.74;1.72;0.37;BAG MOVEL
0.49;288.83;4.81;1.05;295.96;2025-01-10;UREIA;265;50;A;AZ-02;NAO;0.17;97.85;1.63;0.36;BAG MOVEL
1.75;285.21;4.33;0.89;294.21;2025-01-10;UREIA;266;50;A;AZ-02;NAO;0.60;97.61;1.48;0.30;BAG MOVEL
1.15;290.02;5.29;1.25;297.82;2025-01-10;UREIA;267;49;A;AZ-02;NAO;0.39;97.42;1.78;0.42;BAG MOVEL
8.63;284.33;9.56;1.81;312.52;2025-01-10;UREIA;143;50;A;AZ-07-B;NAO;2.84;93.43;3.14;0.59;BAG MOVEL
1.16;293.93;4.89;1.08;301.46;2025-01-10;UREIA;144;36;A;AZ-07-B;NAO;0.39;97.63;1.62;0.36;BAG MOVEL
8.83;320.86;5.33;0.96;335.64;2025-01-10;UREIA;268;49;B;AZ-02;NAO;2.63;95.50;1.59;0.29;BAG MOVEL
21.26;300.56;3.58;1.16;335.49;2025-01-10;UREIA;271;49;B;AZ-02;NAO;6.51;92.04;1.10;0.36;BAG MOVEL
2.66;288.64;4.34;1.12;294.54;2025-01-11;UREIA;273;49;A;AZ-02;NAO;0.90;97.26;1.46;0.38;BAG MOVEL
1.99;293.74;5.63;1.07;300.70;2025-01-11;UREIA;145;50;A;AZ-02;NAO;0.66;97.13;1.86;0.35;BAG MOVEL
1.18;302.03;3.50;0.91;307.58;2025-01-11;UREIA;146;37;A;AZ-02;NAO;0.38;98.18;1.14;0.30;BAG MOVEL
4.53;253.79;6.06;1.04;259.41;2025-01-20;UREIA;316;50;A;AZ-03-A;NAO;0.58;96.71;2.31;0.40;BAG MOVEL
1.77;289.20;7.80;1.08;296.83;2025-01-20;UREIA;317;39;A;AZ-03-A;NAO;0.59;96.45;2.60;0.36;BAG MOVEL
1.17;245.42;13.74;1.47;260.09;2025-01-20;UREIA;318;46;A;AZ-03-A;NAO;0.45;93.74;5.25;0.56;BAG MOVEL
8.10;316.73;6.24;1.64;335.59;2025-01-21;UREIA;324;50;B;AZ-03-B;NAO;2.43;95.20;1.88;0.49;BAG MOVEL
8.64;379.76;0.74;1.07;388.94;2025-01-21;UREIA;352;48;B;AZ-03-B;NAO;2.21;97.32;0.19;0.27;BAG MOVEL
7.30;350.15;0.31;0.87;303.65;2025-01-21;UREIA;326;50;B;AZ-03-B;NAO;1.45;96.05;0.12;0.24;BAG MOVEL
8.15;365.02;0.88;1.25;331.54;2025-01-21;UREIA;327;50;B;AZ-03-B;NAO;1.98;97.25;0.26;0.26;BAG MOVEL
7.25;349.21;0.28;1.21;300.45;2025-01-22;UREIA;328;49;A;AZ-03-B;NAO;1.95;97.01;0.25;0.25;BAG MOVEL
2.24;284.90;5.71;0.23;293.55;2025-01-22;UREIA;329;50;A;AZ-03-B;NAO;0.76;97.21;1.95;0.08;BAG MOVEL
2.34;286.69;3.79;1.15;293.28;2025-01-22;UREIA;330;48;A;AZ-03-B;NAO;0.80;97.52;1.29;0.39;BAG MOVEL
3.17;265.92;15.12;1.14;288.64;2025-01-22;UREIA;331;48;A;AZ-03-B;NAO;1.11;93.19;5.30;0.40;BAG MOVEL
6.94;309.64;16.43;2.69;335.44;2025-01-22;UREIA;333;50;B;AZ-03-B;NAO;2.07;92.24;4.89;0.80;BAG MOVEL
5.92;308.63;13.53;1.88;335.51;2025-01-22;UREIA;334;50;B;AZ-03-B;NAO;1.79;93.54;4.10;0.57;BAG MOVEL
7.46;306.73;14.48;2.50;334.88;2025-01-22;UREIA;335;46;B;AZ-03-B;NAO;2.25;92.62;4.37;0.75;BAG MOVEL
5.63;316.61;13.35;1.55;334.66;2025-01-22;UREIA;525;32;B;AZ-03-B;NAO;1.67;93.91;3.96;0.46;BAG MOVEL
16.42;310.19;8.77;1.67;334.15;2025-01-22;UREIA;336;50;B;AZ-03-B;NAO;4.87;92.03;2.60;0.50;BAG MOVEL
15.41;309.18;7.79;1.66;335.19;2025-01-22;UREIA;337;40;B;AZ-03-B;NAO;4.61;92.56;2.33;0.50;BAG MOVEL
14.42;308.20;8.76;1.13;334.45;2025-01-22;UREIA;338;50;B;AZ-03-B;NAO;4.34;92.69;2.63;0.34;BAG MOVEL
1.29;302.53;2.84;1.05;303.84;2025-01-22;UREIA;339;50;C;AZ-03-B;NAO;0.42;98.32;0.92;0.34;BAG MOVEL
1.13;302.95;3.75;1.12;303.30;2025-01-22;UREIA;340;50;C;AZ-03-B;NAO;0.37;98.06;1.21;0.36;BAG MOVEL
1.60;301.51;2.45;1.03;303.32;2025-01-22;UREIA;341;49;C;AZ-03-B;NAO;0.52;98.34;0.80;0.34;BAG MOVEL
4.12;303.03;3.22;1.39;304.92;2025-01-22;UREIA;342;50;C;AZ-03-B;NAO;1.32;97.20;1.03;0.45;BAG MOVEL
2.08;301.44;2.12;1.56;304.26;2025-01-23;UREIA;343;47;A;AZ-03-B;NAO;0.68;98.13;0.69;0.51;BAG MOVEL
1.26;295.13;7.74;1.77;300.95;2025-01-23;UREIA;344;50;A;AZ-03-B;NAO;0.41;96.48;2.53;0.58;BAG MOVEL
1.64;294.19;4.40;1.11;298.39;2025-01-23;UREIA;345;48;A;AZ-03-B;NAO;0.54;97.63;1.46;0.37;BAG MOVEL
16.53;287.37;3.16;1.32;305.29;2025-01-23;UREIA;346;50;A;AZ-03-B;NAO;5.36;93.19;1.02;0.43;BAG MOVEL
5.98;319.98;7.06;1.07;334.87;2025-01-23;UREIA;347;50;B;AZ-03-B;NAO;1.79;95.78;2.11;0.32;BAG MOVEL
6.94;318.25;9.08;1.09;335.47;2025-01-23;UREIA;541;48;B;BOX-04;SIM;2.07;94.90;2.71;0.33;BAG MOVEL
5.01;317.94;8.09;1.14;335.28;2025-01-23;UREIA;348;48;B;AZ-03-B;NAO;1.51;95.73;2.42;0.34;BAG MOVEL
4.99;313.06;8.01;1.14;335.60;2025-01-23;UREIA;349;36;B;AZ-03-B;NAO;1.53;95.68;2.45;0.35;BAG MOVEL
5.96;314.04;7.02;1.22;335.18;2025-01-23;UREIA;350;36;B;AZ-03-B;NAO;1.82;95.67;2.14;0.37;BAG MOVEL
0.39;292.82;17.29;1.05;311.89;2025-01-23;UREIA;351;36;C;AZ-03-B;NAO;0.13;93.99;5.55;0.34;BAG MOVEL
0.55;293.00;18.46;1.33;290.78;2025-01-23;UREIA;352;50;C;AZ-03-B;NAO;0.18;93.51;5.89;0.42;BAG MOVEL
0.34;292.20;17.97;1.22;306.30;2025-01-23;UREIA;353;49;C;AZ-03-B;NAO;0.11;93.73;5.76;0.39;BAG MOVEL
0.76;287.75;7.97;1.05;298.10;2025-01-24;UREIA;354;50;A;AZ-03-B;NAO;0.26;96.71;2.68;0.35;BAG MOVEL
0.96;293.29;11.54;1.16;300.80;2025-01-24;UREIA;355;50;A;AZ-03-B;NAO;0.31;95.55;3.76;0.38;BAG MOVEL
22.52;271.61;8.31;1.01;294.14;2025-01-24;UREIA;356;48;A;AZ-03-B;NAO;7.42;89.51;2.74;0.33;BAG MOVEL
24.99;267.84;10.64;1.34;306.11;2025-01-24;UREIA;357;50;A;AZ-03-B;NAO;8.20;97.97;3.49;0.44;BAG MOVEL
1.51;286.72;8.00;1.46;298.57;2025-01-24;UREIA;358;50;A;AZ-03-B;NAO;0.51;96.31;2.69;0.49;BAG MOVEL
4.96;311.31;9.64;1.32;335.17;2025-01-24;UREIA;360;50;B;AZ-03-B;NAO;1.52;95.13;2.95;0.40;BAG MOVEL
5.95;312.20;8.70;1.47;335.12;2025-01-24;UREIA;361;50;B;AZ-03-B;NAO;1.81;95.09;2.65;0.45;BAG MOVEL
5.95;310.43;8.63;1.50;335.49;2025-01-24;UREIA;362;50;B;AZ-03-B;NAO;1.82;95.08;2.64;0.46;BAG MOVEL
5.43;308.50;7.65;1.75;334.99;2025-01-24;UREIA;363;48;B;AZ-03-B;NAO;1.68;95.41;2.37;0.54;BAG MOVEL
6.41;307.51;8.79;2.09;335.23;2025-01-24;UREIA;364;48;B;AZ-03-B;NAO;1.97;94.68;2.71;0.64;BAG MOVEL
7.35;306.52;7.82;1.82;335.13;2025-01-24;UREIA;365;50;B;AZ-03-B;NAO;2.27;94.75;2.42;0.56;BAG MOVEL
6.40;306.78;8.76;1.80;334.51;2025-01-24;UREIA;366;48;B;AZ-03-B;NAO;1.98;94.76;2.71;0.56;BAG MOVEL
2.75;287.96;2.03;1.00;291.81;2025-01-24;UREIA;367;48;C;AZ-04-B;NAO;0.94;98.03;0.69;0.34;BAG MOVEL
3.05;282.82;12.28;1.03;298.34;2025-01-24;UREIA;368;48;C;AZ-04-B;NAO;1.02;94.53;4.10;0.34;BAG MOVEL
2.37;288.13;2.89;1.12;294.09;2025-01-24;UREIA;369;50;C;AZ-04-B;NAO;0.80;97.83;0.98;0.38;BAG MOVEL
2.78;289.04;2.08;1.13;295.65;2025-01-24;UREIA;370;37;C;AZ-04-B;NAO;0.94;97.97;0.71;0.38;BAG MOVEL
1.20;299.57;11.61;1.28;313.31;2025-01-25;UREIA;371;37;A;AZ-04-A;NAO;1.20;95.51;3.70;0.41;BAG MOVEL
1.18;282.27;27.49;1.21;311.24;2025-01-25;UREIA;372;48;A;AZ-04-A;NAO;0.38;90.43;8.81;0.39;BAG MOVEL
0.66;270.89;23.70;1.66;296.24;2025-01-25;UREIA;373;50;A;AZ-04-A;NAO;0.22;91.24;7.98;0.56;BAG MOVEL
1.08;280.96;27.08;1.35;304.40;2025-01-25;UREIA;374;50;A;AZ-04-A;NAO;0.35;90.50;8.72;0.43;BAG MOVEL
1.75;282.30;27.46;1.70;313.70;2025-01-25;UREIA;375;40;A;AZ-04-A;NAO;0.56;90.13;8.77;0.54;BAG MOVEL
7.61;309.99;15.49;1.06;334.84;2025-01-25;UREIA;376;49;B;AZ-04-A;NAO;2.28;92.77;4.64;0.32;BAG MOVEL
10.08;303.60;3.32;1.29;334.80;2025-02-03;UREIA;400;48;B;AZ-04-A;NAO;3.17;95.38;1.04;0.41;BAG MOVEL
